NEK1,"['peptidyl-tyrosine phosphorylation', 'DNA damage response, detection of DNA damage', 'cilium assembly', 'stress-activated protein kinase signaling cascade', 'protein kinase activity', 'cellular response to DNA damage stimulus', 'signal transduction by protein phosphorylation', 'cell cycle', 'cell division', 'pericentriolar material', 'nucleus', 'protein tyrosine kinase activity', 'centrosome', 'cytoplasm', 'metal ion binding', 'activation of protein kinase activity', 'kinase activity', '14-3-3 protein binding']"
MYLK,"['cleavage furrow', 'positive regulation of calcium ion transport', 'myosin light chain kinase activity', 'smooth muscle contraction', 'cellular hypotonic response', 'muscle contraction', 'stress fiber', 'actin cytoskeleton', 'cytosol', 'lamellipodium', 'bleb assembly', 'positive regulation of wound healing', 'protein kinase activity', 'plasma membrane', 'aorta smooth muscle tissue morphogenesis', 'calmodulin binding', 'actin binding', 'cytoplasm', 'metal ion binding', 'cardiovascular system development', 'tonic smooth muscle contraction', 'positive regulation of cell migration']"
KCC4,"['potassium:chloride symporter activity', 'integral component of plasma membrane', 'protein kinase binding', 'ion transport', 'potassium ion transmembrane transport', 'potassium ion homeostasis', 'chloride ion homeostasis', 'chloride transmembrane transport', 'chemical synaptic transmission', 'potassium ion import', 'plasma membrane', 'cell volume homeostasis']"
IRAK3,"['negative regulation of MAP kinase activity', 'response to peptidoglycan', 'regulation of protein complex disassembly', 'negative regulation of protein catabolic process', 'protein autophosphorylation', 'response to virus', 'negative regulation of innate immune response', 'positive regulation of NF-kappaB transcription factor activity', 'magnesium ion binding', 'negative regulation of cytokine-mediated signaling pathway', 'MyD88-dependent toll-like receptor signaling pathway', 'positive regulation of macrophage tolerance induction', 'protein heterodimerization activity', 'negative regulation of macrophage cytokine production', 'cytokine-mediated signaling pathway', 'response to exogenous dsRNA', 'negative regulation of tumor necrosis factor production', 'intracellular signal transduction', 'protein homodimerization activity', 'negative regulation of NF-kappaB transcription factor activity', 'negative regulation of toll-like receptor signaling pathway', 'plasma membrane', 'negative regulation of interleukin-6 production', 'nucleus', 'cytoplasm', 'negative regulation of protein complex disassembly', 'response to interleukin-1', 'response to lipopolysaccharide', 'interleukin-1-mediated signaling pathway', 'negative regulation of interleukin-12 production']"
CDKL1,"['heart development', 'nucleus', 'extracellular exosome', 'cytoplasm', 'intracellular membrane-bounded organelle', 'regulation of cilium assembly', 'ciliary transition zone', 'regulation of cell cycle', 'cyclin-dependent protein serine/threonine kinase activity', 'nucleoplasm']"
YES,"['postsynaptic specialization, intracellular component', 'epidermal growth factor receptor binding', 'cellular protein modification process', 'Golgi apparatus', 'Fc-gamma receptor signaling pathway involved in phagocytosis', 'positive regulation of transcription by RNA polymerase II', 'phosphotyrosine residue binding', 'protein tyrosine kinase activity', 'extracellular exosome', 'non-membrane spanning protein tyrosine kinase activity', 'focal adhesion', 'cytosol', 'extrinsic component of cytoplasmic side of plasma membrane', 'glutamatergic synapse', 'positive regulation of peptidyl-tyrosine phosphorylation', 'T cell costimulation', 'cellular response to platelet-derived growth factor stimulus', 'peptidyl-tyrosine autophosphorylation', 'transmembrane receptor protein tyrosine kinase signaling pathway', 'regulation of vascular permeability', 'actin filament', 'ion channel binding', 'signaling receptor binding', 'plasma membrane', 'regulation of glucose transmembrane transport', 'cellular response to transforming growth factor beta stimulus', 'microtubule organizing center', 'cellular response to retinoic acid', 'ephrin receptor signaling pathway', 'cell differentiation', 'leukocyte migration', 'enzyme binding']"
PIM2,"['cell proliferation', 'positive regulation of macroautophagy', 'male meiotic nuclear division', 'negative regulation of cell proliferation', 'positive regulation of I-kappaB kinase/NF-kappaB signaling', 'protein autophosphorylation', 'response to virus', 'negative regulation of protein binding', 'positive regulation of autophagy', 'apoptotic mitochondrial changes', 'positive regulation of transcription, DNA-templated', 'cytoplasm', 'negative regulation of apoptotic process', 'G1/S transition of mitotic cell cycle', 'protein stabilization']"
EF2K,"['postsynaptic density', 'positive regulation of dendritic spine morphogenesis', 'positive regulation of endocytosis', 'protein autophosphorylation', 'protein kinase activity', 'translation factor activity, RNA binding', 'translational elongation', 'elongation factor-2 kinase activity', 'cellular response to insulin stimulus', 'calmodulin binding', 'response to ischemia', 'cellular response to calcium ion', 'cytoplasm', 'cellular response to anoxia', 'calcium ion binding', 'negative regulation of apoptotic process', 'dendritic spine', 'cellular response to cAMP', 'cellular response to brain-derived neurotrophic factor stimulus', 'cytosol', 'response to prolactin', 'regulation of protein autophosphorylation', 'positive regulation of synapse assembly']"
DYRK3,"['peptidyl-tyrosine phosphorylation', 'negative regulation of DNA damage response, signal transduction by p53 class mediator', 'cytoplasmic stress granule', 'regulation of TORC1 signaling', 'regulation of cellular response to stress', 'protein kinase activity', 'nucleoplasm', 'magnesium ion binding', 'nucleus', 'protein tyrosine kinase activity', 'protein serine/threonine/tyrosine kinase activity', 'erythrocyte differentiation', 'stress granule disassembly', 'cytoplasm', 'negative regulation of apoptotic process', 'intracellular membrane-bounded organelle', 'cytosol']"
JAK3,"['interleukin-21-mediated signaling pathway', 'peptidyl-tyrosine phosphorylation', 'interleukin-9-mediated signaling pathway', 'interleukin-2-mediated signaling pathway', 'negative regulation of interleukin-10 production', 'interleukin-7-mediated signaling pathway', 'negative regulation of T-helper 1 cell differentiation', 'T cell homeostasis', 'MAPK cascade', 'negative regulation of dendritic cell cytokine production', 'protein tyrosine kinase activity', 'endosome', 'negative regulation of thymocyte apoptotic process', 'cytokine-mediated signaling pathway', 'cytosol', 'response to interleukin-2', 'intracellular signal transduction', 'tyrosine phosphorylation of STAT protein', 'interleukin-4-mediated signaling pathway', 'JAK-STAT cascade involved in growth hormone signaling pathway', 'protein phosphatase binding', 'B cell differentiation', 'Ras guanyl-nucleotide exchange factor activity', 'adaptive immune response', 'regulation of JAK-STAT cascade', 'enzyme linked receptor protein signaling pathway', 'positive regulation of T cell proliferation', 'plasma membrane', 'cytoskeleton', 'erythrocyte differentiation', 'negative regulation of FasL biosynthetic process', 'regulation of T cell apoptotic process', 'response to interleukin-15', 'response to interleukin-4', 'interleukin-15-mediated signaling pathway', 'negative regulation of interleukin-12 production', 'negative regulation of T cell activation', 'response to interleukin-9']"
M4K5,"['stress-activated protein kinase signaling cascade', 'activation of JUN kinase activity', 'protein kinase activity', 'MAP kinase kinase kinase kinase activity', 'signal transduction by protein phosphorylation', 'activation of MAPKKK activity', 'cytoplasm', 'activation of protein kinase activity', 'intracellular signal transduction']"
KCRM,"['phosphocreatine biosynthetic process', 'cytosol', 'creatine kinase activity', 'phosphorylation', 'creatine metabolic process']"
KGP1,"['cGMP-mediated signaling', 'negative regulation of vascular associated smooth muscle cell migration', 'signal transduction', 'negative regulation of platelet aggregation', 'relaxation of vascular smooth muscle', 'cGMP-dependent protein kinase activity', 'protein kinase activity', 'Golgi apparatus', 'calcium channel regulator activity', 'negative regulation of vascular smooth muscle cell proliferation', 'plasma membrane', 'neuron migration', 'forebrain development', 'cytoplasm', 'regulation of GTPase activity', 'cytosol', 'actin cytoskeleton organization', 'cGMP binding', 'dendrite development']"
BRD3,"['nucleus', 'transcription, DNA-templated', 'lysine-acetylated histone binding', 'chromatin binding', 'chromatin organization', 'regulation of transcription by RNA polymerase II']"
FYN,"['postsynaptic density', 'positive regulation of phosphatidylinositol 3-kinase signaling', 'regulation of calcium ion import across plasma membrane', 'axon guidance', 'phosphatidylinositol phosphorylation', 'positive regulation of tyrosine phosphorylation of STAT protein', 'negative regulation of dendritic spine maintenance', 'dendrite', 'cellular response to peptide hormone stimulus', 'extrinsic component of cytoplasmic side of plasma membrane', 'glutamatergic synapse', 'intracellular signal transduction', 'activated T cell proliferation', 'cellular response to glycine', 'cellular response to platelet-derived growth factor stimulus', 'Ras guanyl-nucleotide exchange factor activity', 'adaptive immune response', 'response to hydrogen peroxide', 'actin filament', 'ion channel binding', 'plasma membrane', 'nucleus', 'vascular endothelial growth factor receptor signaling pathway', 'metal ion binding', 'cell body', 'ephrin receptor signaling pathway', 'detection of mechanical stimulus involved in sensory perception of pain', 'positive regulation of cysteine-type endopeptidase activity', 'positive regulation of protein kinase B signaling', 'positive regulation of protein targeting to membrane', 'postsynaptic density, intracellular component', 'positive regulation of I-kappaB kinase/NF-kappaB signaling', 'ephrin receptor binding', 'feeding behavior', 'blood coagulation', 'Fc-gamma receptor signaling pathway involved in phagocytosis', 'stimulatory C-type lectin receptor signaling pathway', 'negative regulation of neuron apoptotic process', 'dendrite morphogenesis', 'MAPK cascade', 'regulation of peptidyl-tyrosine phosphorylation', 'neuron migration', 'cytokine-mediated signaling pathway', 'regulation of defense response to virus by virus', 'calcium ion transport', 'peptide hormone receptor binding', 'T cell receptor signaling pathway', 'negative regulation of extrinsic apoptotic signaling pathway in absence of ligand', 'T cell costimulation', 'T cell receptor binding', 'CD4 receptor binding', 'peptidyl-tyrosine autophosphorylation', 'response to amyloid-beta', 'alpha-tubulin binding', 'signaling receptor binding', 'regulation of glutamate receptor signaling pathway', 'Schaffer collateral - CA1 synapse', 'mitochondrion', 'tau protein binding', 'leukocyte migration', 'growth factor receptor binding', 'peptidyl-tyrosine phosphorylation', 'phosphatidylinositol 3-kinase binding', 'negative regulation of oxidative stress-induced cell death', 'negative regulation of protein catabolic process', 'learning', 'phosphatidylinositol-4,5-bisphosphate 3-kinase activity', 'CD8 receptor binding', 'heart process', 'forebrain development', 'cytosol', 'positive regulation of neuron projection development', 'negative regulation of protein ubiquitination', 'negative regulation of hydrogen peroxide biosynthetic process', 'positive regulation of protein localization to nucleus', 'cellular response to L-glutamate', 'positive regulation of protein localization to membrane', 'response to singlet oxygen', 'dendritic spine maintenance', 'negative regulation of gene expression', 'cellular response to transforming growth factor beta stimulus', 'modulation of chemical synaptic transmission', 'regulation of cell shape', 'glial cell projection', 'response to ethanol', 'protein tyrosine kinase activity', 'endosome', 'non-membrane spanning protein tyrosine kinase activity', 'platelet activation', 'identical protein binding', 'positive regulation of non-membrane spanning protein tyrosine kinase activity', 'transmembrane receptor protein tyrosine kinase signaling pathway', 'positive regulation of neuron death', 'type 5 metabotropic glutamate receptor binding', 'perinuclear region of cytoplasm', 'perinuclear endoplasmic reticulum', 'membrane raft', 'cell differentiation', 'enzyme binding', 'disordered domain specific binding']"
ARAF,"['cellular protein modification process', 'protein kinase activity', 'cellular_component', 'MAPK cascade', 'activation of MAPKK activity', 'metal ion binding', 'negative regulation of apoptotic process', 'mitochondrion', 'cytosol', 'regulation of proteasomal ubiquitin-dependent protein catabolic process', 'regulation of TOR signaling', 'positive regulation of peptidyl-serine phosphorylation']"
STK11,"['cell cycle arrest', 'protein autophosphorylation', 'cellular response to UV-B', 'dendrite extension', 'p53 binding', 'negative regulation of cell growth', 'vasculature development', 'autophagy', 'axonogenesis', 'cytosol', 'negative regulation of cold-induced thermogenesis', 'response to ionizing radiation', 'Golgi localization', 'positive regulation of protein localization to nucleus', 'negative regulation of TORC1 signaling', 'regulation of signal transduction by p53 class mediator', 'anoikis', 'positive thymic T cell selection', 'cellular response to DNA damage stimulus', 'nucleus', 'positive regulation of autophagy', 'regulation of protein kinase B signaling', 'negative regulation of lipid biosynthetic process', 'regulation of cell growth', 'intrinsic apoptotic signaling pathway by p53 class mediator', 'glucose homeostasis', 'establishment of cell polarity', 'TCR signalosome', 'TCR signalosome assembly', 'negative regulation of cell proliferation', 'protein kinase activator activity', 'regulation of dendrite morphogenesis', 'nucleoplasm', 'magnesium ion binding', 'positive regulation of axonogenesis', 'extracellular exosome', 'activation of protein kinase activity', 'canonical Wnt signaling pathway', 'positive regulation of peptidyl-tyrosine phosphorylation', 'T cell receptor signaling pathway', 'negative regulation of epithelial cell proliferation involved in prostate gland development', 'spermatogenesis', 'protein dephosphorylation', 'tissue homeostasis', 'negative regulation of canonical Wnt signaling pathway', 'cytoplasm', 'mitochondrion', 'membrane', 'LRR domain binding', 'positive regulation of transforming growth factor beta receptor signaling pathway']"
MP2K6,"['cell cycle arrest', 'cellular response to sorbitol', 'peptidyl-tyrosine phosphorylation', 'ovulation cycle process', 'cardiac muscle contraction', 'signal transduction by protein phosphorylation', 'nucleoplasm', 'positive regulation of prostaglandin secretion', 'MAPK cascade', 'activation of MAPK activity', 'protein tyrosine kinase activity', 'response to ischemia', 'apoptotic process', 'nucleotide-binding oligomerization domain containing signaling pathway', 'cytosol', 'activation of protein kinase activity', 'negative regulation of cold-induced thermogenesis', 'protein kinase binding', 'transcription, DNA-templated', 'signal transduction', 'stress-activated protein kinase signaling cascade', 'regulation of transcription, DNA-templated', 'DNA damage induced protein phosphorylation', 'nucleus', 'cytoskeleton', 'positive regulation of nitric-oxide synthase biosynthetic process', 'cytoplasm', 'response to drug', 'positive regulation of apoptotic process', 'MAP kinase kinase activity']"
EPHB2,"['peptidyl-tyrosine phosphorylation', 'axon guidance', 'central nervous system projection neuron axonogenesis', 'neuronal cell body', 'learning', 'axonal fasciculation', 'learning or memory', 'optic nerve morphogenesis', 'protein-containing complex binding', 'dendrite', 'negative regulation of Ras protein signal transduction', 'regulation of neuronal synaptic plasticity', 'positive regulation of synaptic plasticity', 'cytosol', 'regulation of body fluid levels', 'glutamatergic synapse', 'positive regulation of synapse assembly', 'axon', 'negative regulation of NMDA glutamate receptor activity', 'positive regulation of NMDA glutamate receptor activity', 'receptor complex', 'plasma membrane', 'dendritic spine development', 'transmembrane-ephrin receptor activity', 'corpus callosum development', 'dendritic spine morphogenesis', 'nucleus', 'positive regulation of gene expression', 'inner ear morphogenesis', 'ephrin receptor signaling pathway', 'trans-synaptic signaling by trans-synaptic complex, modulating synaptic transmission', 'neuron projection retraction', 'positive regulation of long-term neuronal synaptic plasticity', 'positive regulation of long-term synaptic potentiation', 'roof of mouth development', 'nervous system development', 'axon guidance receptor activity', 'extracellular region', 'integral component of postsynaptic membrane', 'integral component of presynaptic membrane', 'neuron projection', 'inactivation of MAPKK activity', 'integral component of plasma membrane', 'protein tyrosine kinase activity', 'negative regulation of axonogenesis', 'postsynapse', 'negative regulation of signal transduction', 'postsynaptic membrane assembly', 'angiogenesis', 'transmembrane receptor protein tyrosine kinase activity', 'phosphorylation', 'commissural neuron axon guidance', 'identical protein binding', 'retinal ganglion cell axon guidance', 'positive regulation of protein localization to plasma membrane', 'signaling receptor binding', 'amyloid-beta binding', 'camera-type eye morphogenesis', 'urogenital system development', 'transmembrane signaling receptor activity', 'cytoplasm', 'negative regulation of protein phosphorylation', 'negative regulation of ERK1 and ERK2 cascade', 'negative regulation of apoptotic process', 'positive regulation of ERK1 and ERK2 cascade', 'cell differentiation']"
KPCD1,"['protein kinase D signaling', 'negative regulation of endocytosis', 'positive regulation of endothelial cell chemotaxis by VEGF-activated vascular endothelial growth factor receptor signaling pathway', 'cellular response to amino acid starvation', 'protein autophosphorylation', 'Golgi apparatus', 'positive regulation of NF-kappaB transcription factor activity', 'positive regulation of angiogenesis', 'inflammatory response', 'apoptotic process', 'cytosol', 'positive regulation of neuron projection development', 'intracellular signal transduction', 'sphingolipid biosynthetic process', 'positive regulation of peptidyl-serine phosphorylation', 'positive regulation of phosphatidylinositol 3-kinase activity', 'Ras protein signal transduction', 'autophagosome membrane', 'plasma membrane', 'positive regulation of autophagy', 'vascular endothelial growth factor receptor signaling pathway', 'metal ion binding', 'cellular response to hydroperoxide', 'positive regulation of CREB transcription factor activity', 'peptidyl-serine phosphorylation', 'peptidyl-threonine phosphorylation', 'cell proliferation', 'Golgi organization', 'positive regulation of I-kappaB kinase/NF-kappaB signaling', 'negative regulation of cell death', 'positive regulation of osteoblast differentiation', 'positive regulation of transcription by RNA polymerase II', 'trans-Golgi network', 'integrin-mediated signaling pathway', 'angiogenesis', 'regulation of keratinocyte proliferation', 'positive regulation of endothelial cell chemotaxis', 'positive regulation of endothelial cell migration', 'identical protein binding', 'regulation of integrin-mediated signaling pathway', 'signal transduction', 'positive regulation of blood vessel endothelial cell migration', 'protein kinase C activity', 'positive regulation of histone deacetylase activity', 'regulation of protein stability', 'innate immune response', 'cellular response to oxidative stress', 'positive regulation of endothelial cell proliferation', 'cellular response to vascular endothelial growth factor stimulus', 'kinase activity', 'Golgi vesicle transport']"
M3K7,"['histone H3 acetylation', 'positive regulation of JUN kinase activity', 'I-kappaB phosphorylation', 'IkappaB kinase complex', 'activation of NF-kappaB-inducing kinase activity', 'Ada2/Gcn5/Ada3 transcription activator complex', 'transforming growth factor beta receptor signaling pathway', 'Fc-epsilon receptor signaling pathway', 'positive regulation of I-kappaB kinase/NF-kappaB signaling', 'JNK cascade', 'positive regulation of NF-kappaB transcription factor activity', 'stimulatory C-type lectin receptor signaling pathway', 'magnesium ion binding', 'activation of MAPK activity', 'activation of MAPKK activity', 'MyD88-dependent toll-like receptor signaling pathway', 'viral process', 'nucleotide-binding oligomerization domain containing signaling pathway', 'cytosol', 'T cell receptor signaling pathway', 'positive regulation of interleukin-2 production', 'stress-activated MAPK cascade', 'protein deubiquitination', 'positive regulation of macroautophagy', 'identical protein binding', 'transcription, DNA-templated', 'Wnt signaling pathway, calcium modulating pathway', 'anoikis', 'protein kinase activity', 'I-kappaB kinase/NF-kappaB signaling', 'plasma membrane', 'nucleus', 'scaffold protein binding', 'positive regulation of T cell cytokine production', 'endosome membrane', 'interleukin-1-mediated signaling pathway', 'MAP kinase kinase kinase activity', 'receptor tyrosine kinase binding']"
FAK2,"['postsynaptic density', 'positive regulation of JUN kinase activity', 'positive regulation of angiogenesis', 'growth cone', 'dendrite', 'positive regulation of cell growth', 'response to hypoxia', 'positive regulation of nitric-oxide synthase activity', 'cellular response to fluid shear stress', 'dendritic spine', 'regulation of inositol trisphosphate biosynthetic process', 'negative regulation of muscle cell apoptotic process', 'glutamatergic synapse', 'lamellipodium', 'regulation of establishment of cell polarity', 'protein-containing complex assembly', 'response to osmotic stress', 'adaptive immune response', 'response to hydrogen peroxide', 'response to hormone', 'nucleus', 'cellular defense response', 'vascular endothelial growth factor receptor signaling pathway', 'oocyte maturation', 'ubiquitin protein ligase binding', 'positive regulation of cell-matrix adhesion', 'cell body', 'regulation of calcium-mediated signaling', 'regulation of actin cytoskeleton reorganization', 'positive regulation of nitric oxide biosynthetic process', 'negative regulation of cell proliferation', 'positive regulation of cell proliferation', 'negative regulation of neuron apoptotic process', 'MAPK cascade', 'integrin-mediated signaling pathway', 'regulation of macrophage chemotaxis', 'angiogenesis', 'positive regulation of B cell chemotaxis', 'positive regulation of endothelial cell migration', 'regulation of cGMP-mediated signaling', 'positive regulation of peptidyl-tyrosine phosphorylation', 'neuron projection development', 'peptidyl-tyrosine autophosphorylation', 'blood vessel endothelial cell migration', 'regulation of release of sequestered calcium ion into cytosol', 'cytoskeleton', 'cytoplasm', 'cellular response to retinoic acid', 'activation of Janus kinase activity', 'signal complex assembly', 'peptidyl-tyrosine phosphorylation', 'positive regulation of translation', 'interleukin-2-mediated signaling pathway', 'protein C-terminus binding', 'epidermal growth factor receptor signaling pathway', 'sprouting angiogenesis', 'protein autophosphorylation', 'neuronal cell body', 'negative regulation of potassium ion transport', 'stress fiber assembly', '3-phosphoinositide-dependent protein kinase binding', 'protein-containing complex binding', 'negative regulation of bone mineralization', 'apical dendrite', 'response to glucose', 'marginal zone B cell differentiation', 'bone resorption', 'apoptotic process', 'regulation of synaptic plasticity', 'cytosol', 'regulation of NMDA receptor activity', 'positive regulation of neuron projection development', 'long-term synaptic potentiation', 'NMDA selective glutamate receptor complex', 'positive regulation of synaptic transmission, glutamatergic', 'long-term synaptic depression', 'ionotropic glutamate receptor signaling pathway', 'focal adhesion assembly', 'response to cocaine', 'positive regulation of phosphatidylinositol 3-kinase activity', 'tumor necrosis factor-mediated signaling pathway', 'positive regulation of protein kinase activity', 'response to lithium ion', 'response to immobilization stress', 'positive regulation of cell migration', 'regulation of cell shape', 'positive regulation of ubiquitin-dependent protein catabolic process', 'activation of GTPase activity', 'response to cAMP', 'calmodulin-dependent protein kinase activity', 'response to mechanical stimulus', 'response to ethanol', 'protein tyrosine kinase activity', 'non-membrane spanning protein tyrosine kinase activity', 'focal adhesion', 'regulation of ubiquitin-dependent protein catabolic process', 'positive regulation of DNA biosynthetic process', 'negative regulation of myeloid cell differentiation', 'signal transduction', 'cell surface receptor signaling pathway', 'regulation of cell proliferation', 'positive regulation of cytosolic calcium ion concentration', 'NMDA glutamate receptor activity', 'perinuclear region of cytoplasm', 'cell cortex', 'negative regulation of apoptotic process', 'positive regulation of JNK cascade', 'response to calcium ion', 'chemokine-mediated signaling pathway', 'positive regulation of actin filament polymerization', 'membrane raft', 'positive regulation of ERK1 and ERK2 cascade', 'cell differentiation', 'positive regulation of excitatory postsynaptic potential', 'glial cell proliferation', 'regulation of cell adhesion']"
